Transaction_ID,Customer_ID,Product_ID,Store_ID,Quantity,Price_per_unit,Discount,Transaction_Date,Payment_Method,Customer_Age,Customer_Gender,State,ZIP_Code,Product_Category,Loyalty_Card_Status,Review_Rating
TID010582,CUST4175,PROD744,STORE51,,163.35,20.0,2022-05-26,,,Female,Florida,73301,Electronics,,2.0
TID010583,CUST7189,PROD742,STORE65,,124.14,15.0,2022-02-07,Cash,67.0,Male,New York,,Clothing,Inactive,
TID010584,CUST2768,PROD835,STORE77,2.0,365.25,10.0,2023-04-28,Gift Card,,,Texas,33101,Clothing,,
TID010585,CUST5487,PROD328,STORE17,4.0,212.56,,2022-10-18,Cash,,Female,New York,73301,,,3.0
TID010586,CUST9927,PROD948,STORE98,1.0,474.37,0.0,2022-03-21,Debit Card,,Female,New York,90210,Clothing,,5.0
TID010587,CUST8360,PROD129,STORE76,,206.85,,2022-07-09,Cash,,,Florida,90210,,,2.0
TID010588,CUST9632,PROD259,STORE73,4.0,419.12,20.0,2022-09-06,Debit Card,,Female,Texas,73301,,Active,
TID010589,CUST3866,PROD294,STORE66,,349.42,5.0,2022-01-05,,,Male,New York,73301,Clothing,Inactive,4.0
TID010590,CUST5346,PROD523,STORE88,2.0,323.79,5.0,2022-10-26,,,,Texas,90210,Furniture,Inactive,1.0
TID010591,CUST6715,PROD368,STORE90,2.0,101.38,5.0,2023-10-09,Gift Card,46.0,Male,Texas,73301,Groceries,,1.0
TID010592,CUST6426,PROD882,STORE41,2.0,94.52,5.0,2023-10-09,Cash,,Male,,90210,Electronics,Expired,4.0
TID010593,CUST7406,PROD219,STORE46,1.0,402.81,10.0,2022-06-07,Gift Card,,,New York,90210,Groceries,,5.0
TID010594,CUST7836,PROD806,STORE72,1.0,432.84,20.0,2022-10-12,Cash,53.0,,Florida,10001,,Active,4.0
TID010595,CUST5526,PROD742,STORE28,,280.38,5.0,2023-09-05,Debit Card,57.0,Male,New York,90210,Furniture,Expired,3.0
TID010596,CUST6067,PROD546,STORE47,1.0,261.27,15.0,2023-04-15,Cash,,,Florida,90210,Groceries,Active,3.0
TID010597,CUST4122,PROD722,STORE99,4.0,472.61,20.0,2023-04-02,Gift Card,,Male,Texas,10001,Groceries,,4.0
TID010598,CUST1673,PROD344,STORE43,1.0,211.88,0.0,2023-08-03,Gift Card,,Female,Florida,10001,Groceries,,5.0
TID010599,CUST9520,PROD533,STORE22,5.0,192.61,5.0,2022-03-13,Debit Card,,Female,Texas,,Groceries,Active,5.0
TID010600,CUST6624,PROD618,STORE64,,261.57,5.0,2022-10-16,Debit Card,61.0,,,90210,Furniture,,5.0
TID010601,CUST3014,PROD293,STORE69,3.0,164.73,5.0,2023-11-09,,,,Florida,90210,Clothing,,
TID010602,CUST8101,PROD424,STORE59,3.0,372.35,10.0,2022-05-03,Gift Card,,Female,California,10001,Furniture,,3.0
TID010603,CUST8455,PROD740,STORE28,4.0,44.37,0.0,2023-11-10,,56.0,,California,,Groceries,Inactive,2.0
TID010604,CUST6685,PROD724,STORE22,4.0,364.95,0.0,2022-04-04,Cash,47.0,,,10001,,,3.0
TID010605,CUST5725,PROD705,STORE78,2.0,425.15,20.0,2023-09-25,Cash,,Female,Florida,33101,Clothing,Active,3.0
TID010606,CUST2805,PROD167,STORE72,2.0,144.99,,2023-12-16,Debit Card,,Female,Florida,33101,Groceries,Inactive,2.0
TID010607,CUST1136,PROD523,STORE47,5.0,445.96,,2023-06-30,Debit Card,,Female,Florida,90210,Electronics,,1.0
TID010608,CUST9174,PROD967,STORE40,3.0,358.0,20.0,2023-04-19,,52.0,Female,Texas,,Groceries,Active,
TID010609,CUST3410,PROD573,STORE12,,43.62,,2022-02-18,,,Male,,33101,Furniture,Expired,4.0
TID010610,CUST8640,PROD544,STORE89,1.0,72.46,5.0,2023-05-16,Gift Card,38.0,Male,Florida,10001,Groceries,,
TID010611,CUST3461,PROD380,STORE62,4.0,106.23,5.0,2023-10-17,Gift Card,,Female,Florida,90210,Furniture,Inactive,
TID010612,CUST9571,PROD115,STORE46,4.0,299.02,10.0,2023-07-05,,59.0,Male,Texas,73301,Electronics,,4.0
TID010613,CUST5747,PROD956,STORE73,2.0,100.06,10.0,2022-07-06,Cash,60.0,Female,Texas,10001,Furniture,Expired,4.0
TID010614,CUST3664,PROD349,STORE48,1.0,292.72,5.0,2022-04-05,Debit Card,24.0,Male,Texas,10001,Groceries,Expired,
TID010615,CUST5974,PROD250,STORE26,3.0,490.12,,2022-01-06,Debit Card,56.0,Female,,90210,,,5.0
TID010616,CUST8976,PROD330,STORE87,,452.56,15.0,2022-07-10,Cash,48.0,,New York,,,Active,4.0
TID010617,CUST5722,PROD900,STORE91,4.0,176.95,10.0,2022-04-18,Debit Card,,Female,California,90210,Furniture,Expired,4.0
TID010618,CUST2058,PROD691,STORE35,,262.63,15.0,2022-02-12,Debit Card,44.0,Female,New York,10001,Furniture,Active,
TID010619,CUST5828,PROD782,STORE27,4.0,75.03,5.0,2023-07-30,Credit Card,49.0,Female,Texas,33101,,Inactive,1.0
TID010620,CUST1255,PROD169,STORE60,3.0,282.91,20.0,2023-07-07,,40.0,,California,73301,Electronics,Active,5.0
TID010621,CUST8436,PROD830,STORE77,5.0,429.92,10.0,2023-12-02,Cash,,Female,New York,33101,,,4.0
TID010622,CUST1670,PROD685,STORE40,,7.15,0.0,2022-04-01,Cash,,Male,New York,10001,,Inactive,1.0
TID010623,CUST4560,PROD851,STORE48,4.0,290.4,20.0,2022-11-11,Debit Card,,Male,,73301,Electronics,Expired,3.0
TID010624,CUST5636,PROD333,STORE76,2.0,138.41,20.0,2023-06-14,Cash,57.0,Female,Texas,,,Active,
TID010625,CUST3022,PROD774,STORE71,4.0,115.19,15.0,2023-12-07,Debit Card,34.0,Male,Florida,,Furniture,,4.0
TID010626,CUST1871,PROD283,STORE13,3.0,456.67,15.0,2023-01-15,Debit Card,67.0,Female,Florida,73301,Groceries,Expired,1.0
TID010627,CUST9001,PROD451,STORE87,4.0,45.41,,2023-11-19,Gift Card,,Male,,33101,,Inactive,3.0
TID010628,CUST6010,PROD243,STORE91,1.0,211.32,10.0,2023-06-24,Credit Card,43.0,Male,Florida,10001,,Inactive,2.0
TID010629,CUST1083,PROD907,STORE32,2.0,293.52,15.0,2023-08-18,,63.0,Female,New York,33101,,Expired,4.0
TID010630,CUST8050,PROD646,STORE84,,162.17,10.0,2023-12-03,Credit Card,,Male,Florida,33101,Furniture,,
TID010631,CUST6771,PROD252,STORE52,1.0,326.14,20.0,2023-07-02,,,,New York,33101,Furniture,Active,5.0
TID010632,CUST1010,PROD750,STORE23,2.0,213.84,10.0,2023-10-25,Cash,,Female,Florida,,Furniture,Inactive,3.0
TID010633,CUST1817,PROD924,STORE63,4.0,436.56,15.0,2022-06-25,Gift Card,53.0,Male,,,,Expired,4.0
TID010634,CUST5119,PROD511,STORE96,4.0,446.95,10.0,2022-04-03,Cash,,Female,,10001,,Inactive,1.0
TID010635,CUST3256,PROD924,STORE31,2.0,340.72,20.0,2023-04-05,Credit Card,26.0,Male,,33101,,Active,
TID010636,CUST6737,PROD565,STORE81,5.0,379.85,10.0,2022-05-08,Credit Card,47.0,Female,,10001,Furniture,,2.0
TID010637,CUST5641,PROD204,STORE85,4.0,344.11,20.0,2022-09-02,Debit Card,,Female,Florida,73301,Electronics,Expired,5.0
TID010638,CUST9224,PROD279,STORE15,,318.32,,2023-05-06,Gift Card,65.0,Male,New York,10001,Clothing,Inactive,1.0
TID010639,CUST3540,PROD489,STORE81,,136.73,5.0,2023-10-04,Debit Card,,,Texas,,Groceries,Active,5.0
TID010640,CUST2409,PROD716,STORE49,1.0,382.28,0.0,2023-05-19,Gift Card,38.0,,New York,90210,Furniture,,3.0
TID010641,CUST5434,PROD346,STORE54,2.0,25.89,0.0,2023-12-18,Debit Card,27.0,,Texas,10001,Electronics,,
TID010642,CUST3337,PROD572,STORE43,4.0,276.81,15.0,2022-10-31,Cash,,Male,,10001,Electronics,Active,5.0
TID010643,CUST4223,PROD697,STORE77,,301.03,20.0,2022-09-21,,,,,90210,Electronics,,2.0
TID010644,CUST8078,PROD366,STORE29,5.0,479.96,20.0,2022-07-30,,,,Texas,33101,,Active,4.0
TID010645,CUST2322,PROD719,STORE58,4.0,387.68,,2022-03-05,Debit Card,66.0,,Texas,,Groceries,,3.0
TID010646,CUST5764,PROD966,STORE27,1.0,36.19,10.0,2022-01-06,,,Female,California,73301,Furniture,Inactive,4.0
TID010647,CUST4585,PROD739,STORE66,,421.76,20.0,2022-12-29,Gift Card,,,Texas,73301,Clothing,Active,
TID010648,CUST1526,PROD681,STORE71,4.0,104.68,,2022-05-21,Cash,40.0,Female,New York,73301,Electronics,Expired,5.0
TID010649,CUST8752,PROD428,STORE36,3.0,315.61,20.0,2022-02-09,Debit Card,61.0,,New York,73301,Groceries,Inactive,1.0
TID010650,CUST6810,PROD965,STORE38,5.0,279.5,,2022-06-02,,,,Florida,73301,Clothing,Active,5.0
TID010651,CUST5075,PROD980,STORE23,3.0,91.35,15.0,2023-09-06,Cash,38.0,Male,California,90210,,Inactive,2.0
TID010652,CUST7328,PROD269,STORE33,1.0,232.49,0.0,2022-05-14,Debit Card,40.0,,,10001,Clothing,Inactive,5.0
TID010653,CUST7923,PROD290,STORE53,3.0,365.47,5.0,2022-05-30,Debit Card,28.0,Female,Florida,,Clothing,Inactive,4.0
TID010654,CUST7539,PROD420,STORE76,2.0,217.67,20.0,2023-03-23,Debit Card,,Female,New York,,Electronics,Active,1.0
TID010655,CUST2607,PROD289,STORE22,1.0,483.62,0.0,2023-01-03,Credit Card,,Male,,73301,Furniture,Active,4.0
TID010656,CUST5280,PROD729,STORE26,5.0,329.76,0.0,2022-12-16,Gift Card,24.0,Male,,73301,,Expired,3.0
TID010657,CUST5948,PROD524,STORE95,,193.98,0.0,2023-07-08,Gift Card,,Female,California,,Clothing,,3.0
TID010658,CUST6091,PROD879,STORE81,5.0,209.62,20.0,2022-04-29,Cash,68.0,Male,,10001,Furniture,Active,4.0
TID010659,CUST3839,PROD363,STORE69,4.0,320.0,10.0,2022-04-20,Gift Card,24.0,Male,New York,90210,Furniture,Expired,3.0
TID010660,CUST8140,PROD364,STORE60,3.0,204.39,10.0,2023-01-25,Debit Card,63.0,,,10001,,Active,1.0
TID010661,CUST6283,PROD408,STORE61,5.0,194.59,20.0,2023-01-23,Debit Card,30.0,Female,Texas,,,Inactive,5.0
TID010662,CUST3280,PROD800,STORE38,3.0,386.99,,2023-08-08,Cash,,Male,Florida,,,Inactive,5.0
TID010663,CUST4268,PROD632,STORE44,2.0,94.08,,2022-06-03,Cash,,,New York,73301,Clothing,Active,1.0
TID010664,CUST5096,PROD385,STORE10,2.0,298.23,5.0,2022-03-24,,,Female,Florida,,Electronics,Inactive,5.0
TID010665,CUST3223,PROD878,STORE42,5.0,464.39,5.0,2023-06-28,Gift Card,29.0,Male,Florida,10001,Groceries,Expired,5.0
TID010666,CUST7820,PROD354,STORE23,5.0,279.27,5.0,2023-05-25,Debit Card,,Female,New York,33101,Groceries,Inactive,3.0
TID010667,CUST4268,PROD920,STORE89,,490.4,15.0,2022-09-13,Gift Card,18.0,,Florida,73301,Electronics,Expired,4.0
TID010668,CUST5932,PROD864,STORE66,4.0,85.63,10.0,2022-06-07,Credit Card,21.0,Female,Florida,33101,Furniture,Expired,4.0
TID010669,CUST5997,PROD744,STORE42,4.0,327.86,10.0,2022-03-26,Gift Card,,,Texas,73301,,Active,1.0
TID010670,CUST2402,PROD539,STORE43,,162.26,,2022-07-18,Gift Card,,Male,California,33101,Furniture,Active,2.0
TID010671,CUST5871,PROD885,STORE69,1.0,450.48,0.0,2023-07-10,,,,California,10001,Groceries,,5.0
TID010672,CUST8555,PROD820,STORE64,4.0,154.99,20.0,2022-05-09,Cash,55.0,Female,,33101,Clothing,Inactive,1.0
TID010673,CUST9942,PROD847,STORE53,2.0,213.71,0.0,2023-03-13,Gift Card,59.0,Female,Texas,10001,,Expired,2.0
TID010674,CUST4004,PROD655,STORE33,4.0,163.97,10.0,2023-05-01,Debit Card,,Male,Texas,33101,,,3.0
TID010675,CUST7159,PROD545,STORE26,3.0,373.66,5.0,2022-05-06,Cash,,,Texas,33101,Furniture,Expired,3.0
TID010676,CUST8158,PROD619,STORE48,4.0,193.55,10.0,2023-01-05,Cash,,Male,Florida,33101,,Expired,1.0
TID010677,CUST2573,PROD215,STORE61,1.0,21.64,0.0,2022-09-01,Gift Card,64.0,Female,Florida,,Electronics,,
TID010678,CUST3270,PROD993,STORE88,1.0,350.38,5.0,2023-11-21,Cash,43.0,,Texas,73301,Groceries,Inactive,2.0
TID010679,CUST9627,PROD218,STORE61,2.0,388.1,0.0,2022-12-31,Cash,47.0,Female,,10001,Groceries,Active,5.0
TID010680,CUST8240,PROD176,STORE76,3.0,336.93,,2023-01-07,Gift Card,36.0,Female,New York,,Clothing,Inactive,3.0
TID010681,CUST6132,PROD416,STORE52,1.0,423.39,0.0,2022-05-23,Gift Card,24.0,Male,,,Electronics,Inactive,
TID010682,CUST9254,PROD901,STORE24,1.0,451.83,15.0,2023-10-22,Gift Card,,Male,California,,,Expired,2.0
TID010683,CUST6858,PROD327,STORE62,3.0,314.3,15.0,2022-04-24,Credit Card,60.0,,New York,10001,Electronics,Expired,3.0
TID010684,CUST8673,PROD326,STORE85,5.0,277.81,5.0,2022-07-15,Gift Card,,Female,Texas,10001,Electronics,Inactive,5.0
TID010685,CUST6803,PROD147,STORE32,5.0,355.95,10.0,2023-10-30,Cash,68.0,Male,Texas,33101,Groceries,Active,4.0
TID010686,CUST8006,PROD536,STORE18,2.0,357.53,0.0,2023-09-08,Cash,61.0,,Texas,90210,Groceries,Inactive,5.0
TID010687,CUST8643,PROD363,STORE71,5.0,181.61,15.0,2023-03-13,Credit Card,,,,,Groceries,Inactive,4.0
TID010688,CUST7889,PROD124,STORE57,4.0,274.72,5.0,2022-06-13,,,,California,90210,,Active,
TID010689,CUST7721,PROD719,STORE19,1.0,309.86,,2022-11-25,Debit Card,,,New York,33101,Clothing,Active,
TID010690,CUST8557,PROD824,STORE69,2.0,335.28,20.0,2022-11-23,,,Female,California,,Electronics,Expired,
TID010691,CUST1453,PROD632,STORE23,3.0,205.68,5.0,2023-11-12,Gift Card,27.0,,Texas,,Electronics,Expired,3.0
TID010692,CUST1432,PROD125,STORE41,1.0,398.65,0.0,2023-07-09,Cash,,,,90210,Clothing,Expired,5.0
TID010693,CUST7896,PROD428,STORE57,4.0,264.07,,2022-03-15,Debit Card,,Male,,90210,Furniture,Inactive,4.0
TID010694,CUST2448,PROD675,STORE98,1.0,485.83,20.0,2022-10-23,Cash,61.0,,,73301,,Inactive,2.0
TID010695,CUST3303,PROD611,STORE94,5.0,152.37,5.0,2023-11-22,Credit Card,,Female,Florida,90210,Furniture,Inactive,5.0
TID010696,CUST5954,PROD590,STORE28,5.0,36.18,15.0,2023-12-06,Debit Card,61.0,Male,Florida,73301,,Active,3.0
TID010697,CUST4975,PROD187,STORE90,3.0,143.91,10.0,2022-09-16,Cash,65.0,Female,Texas,10001,Groceries,Active,4.0
TID010698,CUST9391,PROD961,STORE80,,61.05,0.0,2022-03-30,Credit Card,27.0,Female,,90210,Electronics,,1.0
TID010699,CUST7113,PROD441,STORE48,,265.56,,2023-07-30,Credit Card,,,Texas,73301,,Active,4.0
TID010700,CUST3085,PROD424,STORE51,,452.27,10.0,2022-11-17,Cash,55.0,,,73301,Electronics,Active,1.0
TID010701,CUST9900,PROD819,STORE43,5.0,13.99,,2022-07-05,Cash,41.0,Male,California,90210,Electronics,Active,3.0
TID010702,CUST5806,PROD456,STORE92,4.0,94.76,15.0,2022-09-15,Cash,,,New York,10001,Furniture,Expired,3.0
TID010703,CUST1877,PROD708,STORE68,3.0,422.13,5.0,2022-05-18,Debit Card,57.0,Male,California,10001,Clothing,Active,5.0
TID010704,CUST7433,PROD791,STORE13,3.0,114.04,5.0,2023-07-12,Cash,,Male,New York,33101,Electronics,,1.0
TID010705,CUST3063,PROD775,STORE90,1.0,338.47,20.0,2023-06-25,Gift Card,21.0,,New York,90210,Electronics,Expired,2.0
TID010706,CUST7601,PROD900,STORE51,1.0,304.46,15.0,2022-06-26,Gift Card,64.0,,New York,33101,Clothing,Inactive,1.0
TID010707,CUST1097,PROD810,STORE10,5.0,370.32,0.0,2023-03-05,,53.0,,Florida,,,,3.0
TID010708,CUST8582,PROD157,STORE90,4.0,474.72,,2023-09-29,Cash,25.0,,Texas,,Electronics,,5.0
TID010709,CUST9487,PROD889,STORE12,1.0,172.45,15.0,2022-05-27,Cash,,Male,Texas,10001,Electronics,Inactive,
TID010710,CUST8540,PROD755,STORE55,4.0,111.69,,2023-06-02,,,,Florida,90210,,Expired,2.0
TID010711,CUST1890,PROD497,STORE66,3.0,261.85,0.0,2022-07-27,Gift Card,21.0,Male,New York,33101,Furniture,Inactive,3.0
TID010712,CUST2387,PROD815,STORE43,,254.45,5.0,2022-02-21,Credit Card,,,California,90210,Furniture,Expired,1.0
TID010713,CUST1896,PROD270,STORE97,3.0,74.98,5.0,2022-12-25,Cash,69.0,Female,California,73301,Clothing,Inactive,3.0
TID010714,CUST5426,PROD898,STORE52,1.0,138.35,15.0,2022-08-19,Credit Card,,Female,Florida,10001,Furniture,Inactive,4.0
TID010715,CUST2753,PROD593,STORE77,,356.08,20.0,2023-05-14,,37.0,Male,California,33101,Electronics,Expired,1.0
TID010716,CUST6463,PROD643,STORE15,4.0,370.63,5.0,2022-05-07,Cash,,,Texas,10001,,,1.0
TID010717,CUST2595,PROD590,STORE72,,413.64,5.0,2022-07-09,,19.0,,Florida,10001,Electronics,Expired,
TID010718,CUST5760,PROD724,STORE63,1.0,34.25,,2023-09-11,,,,California,10001,,Expired,1.0
TID010719,CUST8888,PROD153,STORE63,,301.45,10.0,2022-08-09,Cash,,,,90210,Electronics,,
TID010720,CUST6428,PROD275,STORE49,2.0,37.41,,2022-11-03,Cash,,Female,Florida,33101,Groceries,Active,1.0
TID010721,CUST1997,PROD464,STORE78,,162.36,20.0,2022-04-01,Debit Card,40.0,,California,33101,,Expired,
TID010722,CUST2989,PROD690,STORE68,3.0,364.69,,2022-10-05,Credit Card,55.0,Female,,33101,Clothing,Inactive,3.0
TID010723,CUST9369,PROD200,STORE76,2.0,82.35,10.0,2022-12-23,Debit Card,,Female,California,33101,Clothing,Expired,4.0
TID010724,CUST1868,PROD804,STORE48,3.0,45.48,15.0,2022-12-20,Debit Card,59.0,Female,,10001,Electronics,Inactive,2.0
TID010725,CUST4359,PROD255,STORE24,4.0,281.72,,2023-12-03,Gift Card,46.0,Male,,33101,Furniture,Expired,3.0
TID010726,CUST9458,PROD116,STORE38,1.0,154.38,5.0,2022-11-08,Gift Card,,,Texas,,Groceries,Active,3.0
TID010727,CUST3361,PROD830,STORE79,1.0,347.94,20.0,2022-03-01,Gift Card,,Female,,10001,Clothing,Expired,4.0
TID010728,CUST9115,PROD847,STORE95,3.0,418.19,,2022-11-25,Cash,,Female,California,73301,Clothing,Expired,3.0
TID010729,CUST3234,PROD372,STORE41,3.0,84.07,15.0,2022-03-31,Cash,26.0,Female,New York,10001,Clothing,,4.0
TID010730,CUST4662,PROD499,STORE25,,338.4,10.0,2022-06-27,Gift Card,47.0,Female,New York,,Furniture,,3.0
TID010731,CUST3535,PROD341,STORE32,3.0,477.11,0.0,2023-09-08,Gift Card,,,New York,90210,Groceries,,5.0
TID010732,CUST5929,PROD579,STORE68,2.0,238.25,0.0,2022-06-27,Debit Card,,,Florida,90210,Groceries,,2.0
TID010733,CUST6093,PROD272,STORE65,3.0,442.66,,2023-10-24,,53.0,Male,New York,33101,Furniture,,
TID010734,CUST1105,PROD219,STORE15,,253.45,20.0,2022-09-04,,46.0,,Texas,33101,Electronics,Expired,
TID010735,CUST8945,PROD522,STORE73,1.0,147.57,20.0,2023-08-02,Cash,49.0,,New York,10001,,Expired,1.0
TID010736,CUST4288,PROD282,STORE78,2.0,354.93,10.0,2022-04-23,Credit Card,,,,10001,Furniture,,5.0
TID010737,CUST2879,PROD841,STORE40,4.0,178.92,0.0,2023-09-14,Cash,,,,33101,Groceries,Inactive,3.0
TID010738,CUST2100,PROD506,STORE35,5.0,137.2,10.0,2022-01-10,Cash,,,California,10001,Furniture,Inactive,4.0
TID010739,CUST1000,PROD504,STORE54,,333.17,5.0,2023-07-21,Gift Card,70.0,,California,,Clothing,Expired,4.0
TID010740,CUST3507,PROD842,STORE87,,320.39,10.0,2022-04-01,Cash,28.0,,Texas,90210,,Active,2.0
TID010741,CUST2983,PROD123,STORE46,2.0,66.0,10.0,2023-11-02,Gift Card,25.0,Male,,10001,Furniture,Expired,
TID010742,CUST9516,PROD321,STORE79,1.0,415.58,10.0,2023-03-27,,,Male,New York,,,Active,3.0
TID010743,CUST2587,PROD249,STORE32,1.0,478.59,5.0,2023-10-02,Credit Card,34.0,Female,Texas,33101,Furniture,,2.0
TID010744,CUST5050,PROD294,STORE91,3.0,326.42,10.0,2022-12-30,Credit Card,,Female,,10001,Furniture,,4.0
TID010745,CUST4347,PROD431,STORE26,5.0,286.82,10.0,2022-02-07,,,Female,New York,,Clothing,Expired,5.0
TID010746,CUST2697,PROD620,STORE42,1.0,418.04,5.0,2023-12-29,Credit Card,,Female,,73301,Furniture,Active,4.0
TID010747,CUST8761,PROD404,STORE56,1.0,77.79,15.0,2022-07-22,Cash,48.0,,,,Clothing,Active,
TID010748,CUST1403,PROD174,STORE26,2.0,323.39,5.0,2022-04-02,Gift Card,58.0,Female,Texas,33101,Electronics,Active,
TID010749,CUST9287,PROD648,STORE46,1.0,453.31,,2023-03-01,,57.0,,,90210,,Inactive,5.0
TID010750,CUST8271,PROD915,STORE79,5.0,99.14,,2022-02-04,Credit Card,,Male,Florida,73301,Furniture,Active,4.0
TID010751,CUST7401,PROD106,STORE78,,331.6,5.0,2022-10-11,,,Male,Florida,90210,Electronics,Active,3.0
TID010752,CUST1911,PROD279,STORE25,2.0,292.83,20.0,2023-06-01,Cash,62.0,,California,90210,Electronics,Active,1.0
TID010753,CUST2995,PROD737,STORE59,5.0,315.35,0.0,2023-06-22,Credit Card,,,New York,90210,Clothing,Active,5.0
TID010754,CUST5913,PROD427,STORE11,3.0,272.72,20.0,2023-03-16,Debit Card,56.0,Female,New York,10001,Clothing,Inactive,5.0
TID010755,CUST7628,PROD452,STORE94,2.0,34.33,5.0,2023-12-21,Gift Card,45.0,Male,New York,90210,,Active,1.0
TID010756,CUST8925,PROD773,STORE34,1.0,446.15,15.0,2023-11-12,,,,California,10001,Clothing,Active,2.0
TID010757,CUST4015,PROD734,STORE56,1.0,207.56,10.0,2022-11-01,Cash,39.0,Female,Florida,,Clothing,Inactive,1.0
TID010758,CUST4849,PROD703,STORE41,4.0,150.94,0.0,2023-04-14,,,Female,Texas,,Furniture,Expired,3.0
TID010759,CUST9957,PROD681,STORE49,,410.16,10.0,2023-02-15,Gift Card,,Male,,,Clothing,Active,3.0
TID010760,CUST5264,PROD601,STORE23,5.0,304.66,0.0,2023-09-22,Debit Card,,Male,New York,10001,Furniture,Active,5.0
TID010761,CUST8194,PROD579,STORE72,3.0,128.56,0.0,2022-11-21,Gift Card,,Female,Texas,33101,,Active,2.0
TID010762,CUST3018,PROD888,STORE64,,181.56,10.0,2023-04-22,,,,New York,,Furniture,Active,4.0
TID010763,CUST8083,PROD332,STORE99,,191.38,,2022-05-19,Gift Card,22.0,,New York,73301,Furniture,Inactive,3.0
TID010764,CUST3396,PROD838,STORE55,1.0,399.92,20.0,2023-08-14,Cash,61.0,Female,Florida,,Groceries,Inactive,4.0
TID010765,CUST1354,PROD566,STORE49,3.0,308.56,,2022-12-04,Gift Card,66.0,,Texas,10001,Electronics,Expired,1.0
TID010766,CUST4027,PROD915,STORE62,2.0,258.07,,2022-05-25,Cash,52.0,Male,New York,33101,,Active,2.0
TID010767,CUST3321,PROD684,STORE23,2.0,132.17,,2023-04-27,Cash,,Male,California,73301,Groceries,,4.0
TID010768,CUST4943,PROD300,STORE43,2.0,249.43,15.0,2023-07-08,,,,,,Groceries,Active,2.0
TID010769,CUST3797,PROD716,STORE22,3.0,463.84,5.0,2022-06-27,Gift Card,,,Texas,90210,Groceries,,2.0
TID010770,CUST9380,PROD950,STORE23,3.0,446.63,10.0,2023-08-13,Cash,,,Texas,,Furniture,,4.0
TID010771,CUST9956,PROD467,STORE92,1.0,351.53,10.0,2022-03-08,Debit Card,44.0,Female,Texas,73301,Electronics,,2.0
TID010772,CUST4282,PROD600,STORE84,5.0,310.14,5.0,2022-01-01,,,Female,New York,90210,Furniture,Expired,3.0
TID010773,CUST8801,PROD973,STORE93,5.0,370.96,20.0,2022-03-21,,31.0,Female,Florida,90210,Furniture,Inactive,
TID010774,CUST8871,PROD692,STORE23,4.0,405.96,0.0,2023-06-20,,,,New York,,,Inactive,
TID010775,CUST5751,PROD423,STORE14,1.0,435.84,15.0,2023-07-04,,21.0,Male,,90210,Electronics,,5.0
TID010776,CUST5742,PROD881,STORE93,,408.07,10.0,2023-01-21,,,Female,Texas,90210,Groceries,Expired,
TID010777,CUST2638,PROD454,STORE22,4.0,252.62,5.0,2023-10-18,Credit Card,23.0,Male,,,,,5.0
TID010778,CUST9076,PROD169,STORE47,1.0,418.89,5.0,2022-03-23,,,,,10001,Clothing,Expired,
TID010779,CUST7018,PROD677,STORE96,,169.21,,2023-03-21,,,Female,New York,73301,Furniture,Inactive,
TID010780,CUST5508,PROD758,STORE69,2.0,230.71,,2022-07-08,,,Male,,33101,Electronics,,2.0
TID010781,CUST7409,PROD935,STORE38,4.0,447.48,20.0,2023-02-12,Cash,,Female,California,33101,Furniture,Inactive,5.0
TID010782,CUST7321,PROD249,STORE82,4.0,29.4,,2023-07-11,Debit Card,,Female,,10001,Groceries,Inactive,3.0
TID010783,CUST2758,PROD360,STORE92,4.0,203.61,,2022-10-01,Gift Card,28.0,,Texas,,Groceries,Active,3.0
TID010784,CUST8601,PROD837,STORE94,4.0,207.58,20.0,2023-07-21,Debit Card,25.0,Female,,,Furniture,Inactive,5.0
TID010785,CUST7830,PROD562,STORE97,1.0,163.05,5.0,2023-10-29,Credit Card,33.0,Male,Florida,,Clothing,,
TID010786,CUST7960,PROD375,STORE20,,136.44,15.0,2022-06-10,Credit Card,48.0,Female,California,73301,Electronics,Active,1.0
TID010787,CUST3427,PROD798,STORE90,5.0,283.32,10.0,2023-01-06,Credit Card,65.0,Female,California,90210,Groceries,Expired,4.0
TID010788,CUST1458,PROD187,STORE31,1.0,183.45,,2022-01-17,Debit Card,42.0,,New York,90210,Electronics,Expired,1.0
TID010789,CUST5643,PROD175,STORE83,4.0,115.55,15.0,2023-05-09,Cash,,,Florida,10001,Furniture,Expired,4.0
TID010790,CUST8488,PROD165,STORE74,1.0,126.82,5.0,2022-06-28,,,Male,California,33101,Electronics,Inactive,1.0
TID010791,CUST2968,PROD590,STORE93,4.0,216.62,5.0,2023-10-05,,,,,,Furniture,Active,1.0
TID010792,CUST7380,PROD791,STORE40,1.0,427.03,0.0,2023-11-17,Gift Card,50.0,,New York,33101,,,
TID010793,CUST1180,PROD321,STORE50,3.0,409.72,20.0,2023-01-18,Gift Card,21.0,Female,California,73301,Groceries,Expired,2.0
TID010794,CUST5960,PROD500,STORE76,,227.47,5.0,2022-02-21,Debit Card,55.0,,,90210,,Active,1.0
TID010795,CUST1558,PROD566,STORE42,1.0,17.18,20.0,2023-07-26,Gift Card,,,,33101,Groceries,Active,5.0
TID010796,CUST8282,PROD112,STORE46,,420.17,20.0,2023-12-26,Debit Card,22.0,Female,Texas,90210,Clothing,Inactive,
